latency_ms
245.69482700007939
264.33309699996244
253.8726550001229
257.4109500001214
251.6984839999168
250.15871899995545
260.1728700001331
267.2658470000897
251.1466079999991
263.27861100025984
257.5963949998368
261.45520499994745
264.2576719999852
266.5778710002087
268.71577899964905
263.0493370002114
262.59490199981883
266.22597499999756
268.70838199965874
261.1230379998233
