latency_ms
114.39522699993177
113.68184000002657
106.78470199991352
111.99007200002598
123.0930179999632
141.14164900001924
133.063907000178
115.00363400000424
136.35115999977643
129.4938760001969
122.80718800002433
116.2682889998905
116.37877800012575
107.46034900012091
117.14867099999537
120.20216699966113
119.14201800027513
115.30701299989232
115.83466199999748
119.23887300008573
